H2RI7E_3	In what ways did you know {INITIALS} before your romantic relationship began?  (If you knew You were friends.
H2RI7F_3	In what ways did you know {INITIALS} before your romantic relationship began?  (If you knew {INITIALS} was a friend of another friend of yours.
H2RI7G_3	In what ways did you know {INITIALS} before your romantic relationship began?  (If you knew Some other way
H2RI7H_3	In what ways did you know {INITIALS} before your romantic relationship began?  (If you knew You did not know {INITIALS} before your romantic relationship began.  Your romantic relationship began at your first meeting.
H2RI8_3	When your romantic relationship with {INITIALS} began, how many of your close friends knew {INITIALS}?
H2RI9_3	Did {INITIALS} call you names, insult you, or treat you disrespectfully in front of others?
H2RI10M3	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RI10Y3	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RI11_3	Did {INITIALS} swear at you?
H2RI12M3	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RI12Y3	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RI13_3	Did {INITIALS} threaten you with violence?
H2RI14M3	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RI14Y3	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RI15_3	Did {INITIALS} push or shove you?
H2RI16M3	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RI16Y3	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RI17_3	Did {INITIALS} throw something at you that could hurt you?
H2RI18M3	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RI18Y3	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RI19_3	Is your romantic relationship with {INITIALS} still going on?
H2RI20M3	In what month [and year] did your romantic relationship with
H2RI20Y3	In what [month and] year did your romantic relationship with
H2RI21_3	When the romantic relationship with {INITIALS} ended, where did
H2RI22_3	[If SCHOOL YEAR:]  Does {INITIALS} go to {SAMPLE SCHOOL}?
H2RI23_3	[If SCHOOL YEAR:]  Does {INITIALS} go to {SISTER SCHOOL}?
H2RI24_3	[If SCHOOL YEAR:]  Did {INITIALS} go to {SAMPLE SCHOOL} during the 1994-1995 school year, in other words, last school year?
H2RI25_3	[If SCHOOL YEAR:]  Did {INITIALS} go to {SISTER SCHOOL} during 1994-1995 school year, in other words, last school year?
H2RI26_3	[If SCHOOL YEAR:]  What grade is {INITIALS} in now?
H2RI27_3	How old is {INITIALS} now?
H2RI28_3	Is {INITIALS} of Hispanic or Latino origin?
H2RI29A3	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Mexican/Mexican American
H2RI29B3	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Chicano/Chicana
H2RI29C3	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Cuban/Cuban American
H2RI29D3	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Puerto Rican
H2RI29E3	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Central/South American
H2RI29F3	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Other Hispanic
H2RI30A3	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. White
H2RI30B3	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Black or African American
H2RI30C3	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. American Indian or Native American
H2RI30D3	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Asian or Pacific Islander
H2RI30E3	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Other
H2RI31A3	What is {INITIALS}'s Asian background?  You may choose more than one answer. Chinese
H2RI31B3	What is {INITIALS}'s Asian background?  You may choose more than one answer. Filipino
H2RI31C3	What is {INITIALS}'s Asian background?  You may choose more than one answer. Japanese
H2RI31D3	What is {INITIALS}'s Asian background?  You may choose more than one answer. Asian Indian
H2RI31E3	What is {INITIALS}'s Asian background?  You may choose more than one answer. Korean
H2RI31F3	What is {INITIALS}'s Asian background?  You may choose more than one answer. Vietnamese
H2RI31G3	What is {INITIALS}'s Asian background?  You may choose more than one answer. Other
H2RI32_3	What is {INITIALS}'s sex?
H2RI33A3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You went out together in a group.
H2RI33B3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You met your partner's parents.
H2RI33C3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You told other people that you were a couple.
H2RI33D3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You saw less of other friends so you could spend more time with your partner.
H2RI33E3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You and your partner went out together alone.
H2RI33F3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You held hands.
H2RI33G3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You gave each other presents
H2RI33H3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You told each other you loved each other.
H2RI33I3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You thought of yourselves as a couple.
H2RI33J3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You talked about contraception or sexually transmitted diseases.
H2RI33K3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You kissed.
H2RI33L3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You touched each other under your clothing or with no clothes on.
H2RI33M3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You had sexual intercourse.
H2RI33N3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You touched each others' genitals (private parts).
H2RI33O3	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. Your partner or you got pregnant.
H2RI34M3	This is the order in which the things on the cards happened in your romantic relationship with Enter the next [thirteenth] thing that happened in your relationship with {INITIALS}.
H2RI34N3	This is the order in which the things on the cards happened in your romantic relationship with Enter the next [fourteenth] thing that happened in your relationship with {INITIALS}.
H2RI35_3	Have you had sexual intercourse with {INITIALS}?
H2RI36_3	If R is male:  When you had sexual intercourse with {INITIALS} did you insert your penis into her vagina?
H2RI37M3	In what month [and year] did you first have sexual intercourse with
H2RI37Y3	In what [month and] year did you first have sexual intercourse with
H2RI38M3	In what month [and year] did you have sexual intercourse with
H2RI38Y3	In what [month and] year did you have sexual intercourse with
H2RI39_3	Did you and {INITIALS} have sexual intercourse once, or more than once?
H2RI40_3	Did you or {INITIALS} use any method of birth control?
H2RI41A3	What method of birth control did you or your partner use?   If more than one method was used, you should choose more than one answer. 1st response
H2RI41B3	What other method of birth control did you or your partner use?
H2RI41C3	What other method of birth control did you or your partner use?
H2RI42_3	Was a condom used when you had sexual intercourse with
H2RI43_3	During that month when you and {INITIALS} had sexual intercourse, did either of you ever use any method of birth control?
H2RI44_3	Did one or the other of you use some method of birth control every time you and {INITIALS} had sexual intercourse?
H2RI45A3	What method of birth control did you or your partner use?   If more than one method was used, you should choose more than one answer. 1st response
H2RI45B3	What other method of birth control did you or your partner use?
H2RI45C3	What other method of birth control did you or your partner use?
H2RI46_3	Was a condom ever used when you had sexual intercourse with
H2RI47_3	Did you and {INITIALS} use more than one birth control method at the same time, or did you use these methods at different times?
H2RI48_3	Between {FIRST DATE} and {LAST DATE}, when you and
H2RI49_3	Throughout these months, did one or the other of you use some method of birth control every time you and {INITIALS} had sexual intercourse?
H2RI50A3	What method of birth control did you or {INITIALS} use?
H2RI50B3	What other method of birth control did you or {INITIALS} use?
H2RI50C3	What other method of birth control did you or {INITIALS} use?
H2RI51_3	Was a condom ever used when you had sexual intercourse with
H2RI52_3	Did you and {INITIALS} use more than one birth control method at the same time, or did you use these methods at different times?
H2RI53_3	About how many times have you and {INITIALS} had sexual intercourse since {FIRST DATE}?
H2RI54_3	If R is male:  Have you ever had anal intercourse with {INITIALS}? That is, have you ever inserted your penis into her anus?
H2RI55M3	In what month [and year] did you first have anal intercourse with
H2RI55Y3	In what [month and] year did you first have anal intercourse with
H2RI56_3	If R is male:  Did you wear a condom the first time you had anal intercourse with her?
H2RI57M3	In what month [and year] did you have anal intercourse with
H2RI57Y3	In what [month and] year did you have anal intercourse with
H2RI58_3	If R is male:  About how many times have you and she had anal intercourse?
H2RI59_3	If R is male:  How often have you used a condom during anal intercourse with {INITIALS}?
H2RI60_3	Has {INITIALS} ever inserted his penis into your anus?
H2RI61M3	In what month [and year] did he do this with you the first time?
H2RI61Y3	In what [month and] year did he do this with you the first time?
H2RI62_3	Did he wear a condom the first time he did this with you?
H2RI63M3	In what month [and year] did he insert his penis into your anus most recently?
H2RI63Y3	In what [month and] year did he insert his penis into your anus most recently?
H2RI64_3	About how many times has {INITIALS} inserted his penis into your anus?
H2RI65_3	How often did {INITIALS} wear a condom when he did this with you?
H2RI66_3	Have you ever inserted your penis into {INITIALS}'s anus?
H2RI67M3	In what month [and year] did you do this with {INITIALS} the first time?
H2RI67Y3	In what [month and] year did you do this with {INITIALS} the first time?
H2RI68_3	Did you wear a condom the first time you did this with him?
H2RI69M3	In what month [and year] did you insert your penis into {INITIALS}'s anus most recently?
H2RI69Y3	In what [month and] year did you insert your penis into {INITIALS}'s anus most recently?
H2RI70_3	About how many times have you inserted your penis into his anus?
H2RI71_3	How often did you wear a condom when you did this with
H2NR1	Since {MOLI}, have you had a romantic attraction to a female?
H2NR2	Since {MOLI}, have you had a romantic attraction to a male?
H2NR4	Since {MOLI}, how many times have you given someone sex in exchange for drugs or money?
H2NR5	Not counting the people you may have described as romantic relationships, since {MOLI}, have you had a sexual relationship with anyone?
H2NR6	Have you ever touched another male's genitals, that is, his private parts?
H2NR7	Except during a medical exam, has another male ever touched your genitals?
H2NR8	Since {MOLI}, with how many people, in total, including romantic relationship partners, have you ever had a sexual relationship?  If you don't remember exactly, please estimate the number of these people.
H2NR9	Since {MOLI}, with how many people, not including romantic relationship partners, have you had a sexual relationship?
H2NR10	Not counting the people you may have described as romantic relationship partners, have you ever had anal intercourse with anyone?
H2NR11	With how many people, including romantic relationship partners, have you ever had anal intercourse?
H2NR12	Since January 1, 1994, with how many people have you had anal intercourse?
H2NR15A	And have you had a sexual relationship with any other person?
H2NR15B	And have you had a sexual relationship with any other person?
H2NR16_1	Did you ever hold hands with {INITIALS}?
H2NR17_1	Did you and {INITIALS} ever kiss on the mouth?
H2NR18_1	Did you ever tell {INITIALS} you liked or loved him or her?
NRRXW2_1	 Partner #1 NR data are in the RX section.
H2RX1M_1	In what month [and year] did your romantic relationship with
H2RX1Y_1	In what [month and] year did your romantic relationship with
H2RX2_1	How old was {INITIALS} when your romantic relationship began?
H2RX3_1	About how old was {INITIALS}?
H2RX4_1	What grade was {INITIALS} in at that time?
H2RX5_1	When your romantic relationship with {INITIALS} began, did you and {INITIALS} go to the same school?
H2RX6_1	When your romantic relationship with {INITIALS} began, where did
H2RX7A_1	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You went to the same school.
H2RX7B_1	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You went to the same church, synagogue, or place of worship.
H2RX7C_1	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You were neighbors.
H2RX7D_1	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You were casual acquaintances.
H2RX7E_1	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You were friends.
H2RX7F_1	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew {INITIALS} was a friend of another friend of yours.
H2RX7G_1	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew Some other way
H2RX7H_1	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You did not know {INITIALS} before your romantic relationship began.  Your romantic relationship began at your first meeting.
H2RX8_1	When your romantic relationship with {INITIALS} began, how many of your close friends knew {INITIALS}?
H2RX9_1	Did {INITIALS} call you names, insult you, or treat you disrespectfully in front of others?
H2RX10M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX10Y1	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RX11_1	Did {INITIALS} swear at you?
H2RX12M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX12Y1	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RX13_1	Did {INITIALS} threaten you with violence?
H2RX14M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX14Y1	If “yes,” ask:  In what [month and] year {INITIALS} first do this?
H2RX15_1	Did {INITIALS} push or shove you?
H2RX16M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX16Y1	If “yes,” ask:  In what [month and] year {INITIALS} first do this?
H2RX17_1	Did {INITIALS} throw something at you that could hurt you?
H2RX18M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX18Y1	If “yes,” ask:  In what [month and] year {INITIALS} first do this?
H2RX19_1	Is your romantic relationship with {INITIALS} still going on?
H2RX20M1	In what month [and year] did your romantic relationship with
H2RX20Y1	In what [month and] year did your romantic relationship with
H2RX21_1	When the romantic relationship with {INITIALS} ended, where did
H2RX22_1	[If SCHOOL YEAR:]  Does {INITIALS} go to {SAMPLE SCHOOL}?
H2RX23_1	[If SCHOOL YEAR:]  Does {INITIALS} go to {SISTER SCHOOL}?
H2RX24_1	[If SCHOOL YEAR:]  Did {INITIALS} go to {SAMPLE SCHOOL} during the 1994-1995 school year, in other words, last school year?
H2RX25_1	[If SCHOOL YEAR:]  Did {INITIALS} go to {SISTER SCHOOL} during 1994-1995 school year, in other words, last school year?
H2RX26_1	[If SCHOOL YEAR:]  What grade is {INITIALS} in now?
H2RX27_1	How old is {INITIALS} now?
H2RX28_1	Is {INITIALS} of Hispanic or Latino origin?
H2RX29A1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Mexican/Mexican American
H2RX29B1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Chicano/Chicana
H2RX29C1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Cuban/Cuban American
H2RX29D1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Puerto Rican
H2RX29E1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Central/South American
H2RX29F1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Other Hispanic
H2RX30A1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. White
H2RX30B1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Black or African American
H2RX30C1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. American Indian or Native American
H2RX30D1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Asian or Pacific Islander
H2RX30E1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Other
H2RX31A1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Chinese
H2RX31B1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Filipino
H2RX31C1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Japanese
H2RX31D1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Asian Indian
H2RX31E1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Korean
H2RX31F1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Vietnamese
H2RX31G1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Other
H2RX32_1	What is {INITIALS}'s sex?
H2RX33A1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You went out together in a group.
H2RX33B1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You met your partner's parents.
H2RX33C1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You told other people that you were a couple.
H2RX33D1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You saw less of other friends so you could spend more time with your partner.
H2RX33E1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You and your partner went out together alone.
H2RX33F1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You held hands.
H2RX33G1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You gave each other presents
H2RX33H1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You told each other you loved each other.
H2RX33I1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You thought of yourselves as a couple.
H2RX33J1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You talked about contraception or sexually transmitted diseases.
H2RX33K1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You kissed.
H2RX33L1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You touched each other under your clothing or with no clothes on.
H2RX33M1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You had sexual intercourse.
H2RX33N1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. You touched each others' genitals (private parts).
H2RX33O1	Type in the numbers of the things that happened in your romantic relationship with {INITIALS}, from the cards you put in order.  The first card should be 1, the second card should be 2, and so on. Press [+- Enter] to leave an “R” next to the things that did NOT happen, from the cards you first set aside. Your partner or you got pregnant.
H2RX34M1	This is the order in which the things on the cards happened in your romantic relationship with Enter the next [thirteenth] thing that happened in your relationship with {INITIALS}.
H2RX34N1	This is the order in which the things on the cards happened in your romantic relationship with Enter the next [fourteenth] thing that happened in your relationship with {INITIALS}.
H2RX35_1	Have you had sexual intercourse with {INITIALS}?
H2RX36_1	If R is male:  When you had sexual intercourse with {INITIALS} did you insert your penis into her vagina?
H2RX37M1	In what month [and year] did you first have sexual intercourse with
H2RX37Y1	In what [month and] year did you first have sexual intercourse with
H2RX38M1	In what month [and year] did you have sexual intercourse with
H2RX38Y1	In what [month and] year did you have sexual intercourse with
H2RX39_1	Did you and {INITIALS} have sexual intercourse once, or more than once?
H2RX40_1	Did you or {INITIALS} use any method of birth control?
H2RX41A1	What method of birth control did you or your partner use?   If more than one method was used, you should choose more than one answer. 1st response
H2RX41B1	What other method of birth control did you or your partner use?
H2RX41C1	What other method of birth control did you or your partner use?
H2RX42_1	Was a condom used when you had sexual intercourse with
H2RX43_1	During that month when you and {INITIALS} had sexual intercourse, did either of you ever use any method of birth control?
H2RX44_1	Did one or the other of you use some method of birth control every time you and {INITIALS} had sexual intercourse?
H2RX45A1	What method of birth control did you or your partner use?   If more than one method was used, you should choose more than one answer. 1st response
H2RX45B1	What other method of birth control did you or your partner use?
H2RX45C1	What other method of birth control did you or your partner use?
H2RX46_1	Was a condom ever used when you had sexual intercourse with
H2RX47_1	Did you and {INITIALS} use more than one birth control method at the same time, or did you use these methods at different times?
H2RX48_1	Between {FIRST DATE} and {LAST DATE}, when you and
H2RX49_1	Throughout these months, did one or the other of you use some method of birth control every time you and {INITIALS} had sexual intercourse?
H2RX50A1	What method of birth control did you or {INITIALS} use?
H2RX50B1	What other method of birth control did you or {INITIALS} use?
H2RX50C1	What other method of birth control did you or {INITIALS} use?
H2RX51_1	Was a condom ever used when you had sexual intercourse with
H2RX52_1	Did you and {INITIALS} use more than one birth control method at the same time, or did you use these methods at different times?
H2RX53_1	About how many times have you and {INITIALS} had sexual intercourse since {FIRST DATE}?
H2RX54_1	If R is male:  Have you ever had anal intercourse with {INITIALS}? That is, have you ever inserted your penis into her anus?
H2RX55M1	In what month [and year] did you first have anal intercourse with
H2RX55Y1	In what [month and] year did you first have anal intercourse with
H2RX56_1	If R is male:  Did you wear a condom the first time you had anal intercourse with her?
H2RX57M1	In what month [and year] did you have anal intercourse with
H2RX57Y1	In what [month and] year did you have anal intercourse with
H2RX58_1	If R is male:  About how many times have you and she had anal intercourse?
H2RX59_1	If R is male:  How often have you used a condom during anal intercourse with {INITIALS}?
H2RX60_1	Has {INITIALS} ever inserted his penis into your anus?
H2RX61M1	In what month [and year] did he do this with you the first time?
H2RX61Y1	In what [month and] year did he do this with you the first time?
H2RX62_1	Did he wear a condom the first time he did this with you?
H2RX63M1	In what month [and year] did he insert his penis into your anus most recently?
H2RX63Y1	In what [month and] year did he insert his penis into your anus most recently?
H2RX64_1	About how many times has {INITIALS} inserted his penis into your anus?
H2RX65_1	How often did {INITIALS} wear a condom when he did this with you?
H2RX66_1	Have you ever inserted your penis into {INITIALS}'s anus?
H2RX67M1	In what month [and year] did you do this with {INITIALS} the first time?
H2RX67Y1	In what [month and] year did you do this with {INITIALS} the first time?
H2RX68_1	Did you wear a condom the first time you did this with him?
H2RX69M1	In what month [and year] did you insert your penis into {INITIALS}'s anus most recently?
H2RX69Y1	In what [month and] year did you insert your penis into {INITIALS}'s anus most recently?
H2RX70_1	About how many times have you inserted your penis into his anus?
H2RX71_1	How often did you wear a condom when you did this with
H2NR19_1	How old is {INITIALS}?
H2NR20_1	[If SCHOOL YEAR:]  Does {INITIALS} go to {SAMPLE SCHOOL}?
H2NR21_1	[If SCHOOL YEAR:]  Does {INITIALS} go to {SISTER SCHOOL}?
H2NR22_1	[If SCHOOL YEAR:]  Did {INITIALS} go to {SAMPLE SCHOOL} during the 1994-1995 school year, in other words, last school year?
H2NR23_1	[If SCHOOL YEAR:]  Did {INITIALS} go to {SISTER SCHOOL} during the 1994-1995 school year, in other words, last school year?  [If SUMMER:]  Did {INITIALS} go to {SISTER SCHOOL} during
H2NR24_1	What is {INITIALS}'s sex?
H2NR25_1	Is {INITIALS} of Hispanic or Latino origin?
H2NR26A1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Mexican/Mexican American
H2NR26B1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Chicano/Chicana
H2NR26C1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Cuban/Cuban American
H2NR26D1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Puerto Rican
H2NR26E1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Central/South American
H2NR26F1	What is {INITIALS}'s Hispanic or Latino background?  You may choose more than one answer. Other Hispanic
H2NR27A1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. White
H2NR27B1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Black or African American
H2NR27C1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. American Indian or Native American
H2NR27D1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Asian or Pacific Islander
H2NR27E1	What is {INITIALS}'s race?  If {INITIALS} is of mixed race, you may choose more than one answer. Other
H2NR28A1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Chinese
H2NR28B1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Filipino
H2NR28C1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Japanese
H2NR28D1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Asian Indian
H2NR28E1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Korean
H2NR28F1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Vietnamese
H2NR28G1	What is {INITIALS}'s Asian background?  You may choose more than one answer. Other
H2NR29A1	Before you first had sex with {INITIALS}, in what ways did you know each other?  If you knew You went to the same school.
H2NR29B1	Before you first had sex with {INITIALS}, in what ways did you know each other?  If you knew You went to the same church, synagogue, or place of worship.
H2NR29C1	Before you first had sex with {INITIALS}, in what ways did you know each other?  If you knew You were neighbors.
H2NR29D1	Before you first had sex with {INITIALS}, in what ways did you know each other?  If you knew You were casual acquaintances.
H2NR29E1	Before you first had sex with {INITIALS}, in what ways did you know each other?  If you knew You were friends.
H2NR29F1	Before you first had sex with {INITIALS}, in what ways did you know each other?  If you knew {INITIALS} was a friend of another friend of yours.
H2NR29G1	Before you first had sex with {INITIALS}, in what ways did you know each other?  If you knew Some other way.
H2NR29H1	Before you first had sex with {INITIALS}, in what ways did you know each other?  If you knew You did not know {INITIALS} before you had sex.  {INITIALS} was a stranger
H2NR30_1	When you had sex with {INITIALS} most recently, where did
H2NR31_1	Did {INITIALS} call you names, insult you, or treat you disrespectfully in front of others?
